image_id,disease,location,organ
24024088_Fig4,,,mesenchyme
24024088_Fig4,,,
24024088_Fig4,,,
28904560_fig6,Type 2 Diabetes Mellitus (T2DM),,pancreas
34159028_FIG2,abscess,hip region,retroperitoneum
35685821_f3-ARYA-17-8-2158,,distal tip of the endotracheal tube,Main Bronchus
35685821_f3-ARYA-17-8-2158,,tip of the sheath,Pericardial Sac
28912991_fig1,Anomalous lymph node with B-cell subset involvement,,Lymph Node
28912991_fig1,Large atypical cells in lymph node,,Lymph Node
24056610_F1,tumor,right,adrenal gland
28904737_fig4,Cataract,,Eye
34183310_F1,Bilateral Excavated Nodules,Within the Lung Tissue,Lung
34183310_F1,Diffuse Bilateral Ground-Glass Opacities,Within the Lung Tissue,Lung
28904737_fig6,,retina,eye
24106381_F2,Epidural Fat Deposit,around the spinal cord,Spinal Cord
24106381_F2,Spinal Stenosis,lumbosacral region,Spine
15811181_F2,Fallot's tetralogy,,vertebrae
15811181_F2,vertebral malformations,,vertebrae
15811181_F2,rib malformations,,ribs
15811181_F2,thoracic scoliosis,,spine
28919858_F8,Mild fatty change,Cytoplasm of hepatocytes,Liver
34156348_fig1,Hygroma,Supratentorial,Cerebral Convexity
24228206_F3,tuberculosis,tendons,ankle
15788105_F1,,right lung field,lung
29062909_f0001,periportal fibrosis and sclerosis,Portal areas,Liver
29062909_f0001,bile duct proliferation,,Bile Duct
29062909_f0001,intact central veins,Liver parenchyma,Liver
34267442_F1,unknown,some involvement,left kidney
24232309_F4,,C6 level,Spinal cord
17615068_F1,Pericardial Effusion,subserous,Pericardium
29062453_f0004,Liver Tumor,,Liver
29062453_f0004,Liver Tumor,,Liver
29062453_f0004,Liver Tumor,tumor,Liver
29062453_f0004,Liver Tumor,blood vessels,Liver
24368919_fig4,,,renal
24409320_pone-0085128-g007,hepatocellular carcinoma,liver (L),liver
29147391_F5,Pericarditis,pericardial wall,pericardium
34267635_F1,,"Segments IV, V, and VIII",Liver
24403890_F9,metastasis,cerebral cortex,brain
24403890_F9,metastasis,cerebellum,brain
24403890_F9,metastasis,brainstem,brain
29147392_F3,Neuroendocrine tumor,,Neuroendocrine tissue
34267635_F3,Lung Cancer,,lungs
29147392_F4,cell division,,thyroid gland
34225061_f0005,Calcifications in Ileum,Irregularly thickened area,Ileum
24497806_F1,teratomatous cystic fibrosis cyst,,cerebellum
24497806_F1,mixed dysplastic neuroblastoma,,brain
29147376_F3,malignant neoplasm,,breast
34306288_fig0001,None,VII segment,liver
29147368_F1,,Corpora Amilacea,Accessory Glands (Seminal Vessels and Prostate)
34277269_FIG1,perihepatic fluid effusion,around the liver,liver
34277269_FIG1,perisplenic hemoperitoneum,around the spleen,spleen
24460644_F9,Hippocampal Atrophy,,hippocampus
23720694_F1,cardiomegaly,,heart
23720694_F1,right aortic arch,right upper quadrant,heart
29147368_F2,,,tissue
34277269_FIG2,Pancreatic pseudocyst,Corporeo-caudal junction,Pancreas
24551038_pone-0086407-g003,,blood vessels,CNS
24551038_pone-0086407-g003,,brain parenchyma,CNS
24551038_pone-0086407-g003,,brain parenchyma,CNS
23837105_F0003,,,chest
29147384_F1,,,
34277269_FIG3,pseudoaneurysm,,splenic artery
29147384_F2,,,
34264916_fig005,,,
23806063_F1,Legionnaires' disease,,
29147224_F2,,,
34295496_ccr34490-fig-0001,,,abdomen
23837120_F1,Dilated Main Pulmonary Artery,,Heart
29147314_F4,adenocarcinoma,atypical cells with pleomorphic nuclei,colon
34295489_ccr34468-fig-0003,Reticular Opacities,,Lungs
34295489_ccr34468-fig-0003,Ground-Glass Opacities,,Lungs
34295489_ccr34468-fig-0003,Multifocal Ground-Glass Opacities,Upper and middle zones of the lung,Lungs
34295489_ccr34468-fig-0003,Reticulation,Interwoven with ground-glass opacities in upper and middle zones,Lungs
24604945_F7,Myometrial Thickening (Focal),,myometrium
23878487_F1,mass lesion,right mid-zone,chest
24604945_F8,Preeclampsia,At the site of compression of the myometrium in front of the aorta,Myometrium
31723532_FIG1,Pneumonia,Right lower lobe,Lung
29250538_fig3,,,nuclei
34206654_diagnostics-11-01138-f002,,,
31723530_FIG1,,Descending right pulmonary artery,Lung
29104230_marinedrugs-15-00341-f001,,,spleen
29270436_fig10,,,Muscle tissue
29270436_fig10,,,Blood vessels
29270436_fig10,,,Adipose tissue
29270436_fig10,,,Connective tissue
29270436_fig10,,,Bone tissue
34322355_FIG1,intracranial bleed,,brain
34322355_FIG1,acute infarct or brain disease (like stroke),,brain
24634698_Fig1,,intramuscular,supinator muscle
24018094_F1,Dextrocardia,Right side,Heart
29270436_fig11,,,bone
34304085_f0015,Lung Cancer,Apical segment of right superior lobe,Lungs
34304085_f0015,Lung Cancer,Apicoposterior segment of left superior lobe,Lungs
24634698_Fig2,,within the supinator muscle,supinator muscle
29187893_F3,,,
19789675_F0001,,left pleural cavity,left pleur
29221159_F1,,,Lung tissue
24892006_Fig2,Normal Enhancing Mass,,Brain
24892006_Fig2,Tumorous Hypoechoic Mass,,Brain
20084195_F2,azygous vein lead,chest cavity,chest
34350201_F1,COVID-19 pneumonia,,Lung
24891910_F1,Multiple Sclerosis,,White Matter
20062780_F1,,right side,right lung
29079105_f0045,Inflammatory response,anterior cruciate ligament,Tail
24891910_F2,,,brain
20062787_F1,tumor,right infrahilar region near the right hilum,lungs
29035434_F1,,,
34350112_f1,lesion,segmental bronchi in the lung,bronchi
24926688_pone-0099990-g003,renal cell carcinoma,mass,kidney
24926688_pone-0099990-g003,renal cell carcinoma,left kidney mass area,kidney
24926688_pone-0099990-g003,renal cell carcinoma,irregular mass,kidney
24926688_pone-0099990-g003,renal cell carcinoma,mass,kidney
24926688_pone-0099990-g003,renal cell carcinoma,mass,kidney
24926688_pone-0099990-g003,renal cell carcinoma,mass,kidney
24926688_pone-0099990-g003,renal cell carcinoma,mass,kidney
24926688_pone-0099990-g003,renal cell carcinoma,mass,kidney
24926688_pone-0099990-g003,renal cell carcinoma,tumor mass,kidney
20062668_F1,Consolidation,Right lower lobe,Lung(s)
25126604_fig1,,,hindbrain
20062635_F1,interstitial lung disease,upper lobes and bases,lungs
29190493_f0040,,tumor-bearing area,femur
34401139_fig1,tumor,right lower lobe,lung
25126425_fig9,Invasive Mole,FUNDUS; Myometrial Epicenter,Uterus
29190493_f0050,Renal cell carcinoma (RCC),,Bone
29190493_f0050,Renal cell carcinoma (RCC),,Bone
34400439_F1,,,liver
34400439_F1,,,liver
25126425_fig14,Myometrial mass,,uterus
25126425_fig14,Metastases,within the vaginal wall,vaginal wall
24194998_fig1,,,chest
29967881_j_jccm-2017-0018_fig_007,Myxoma,,Liver
34422487_FIG1,Tumor,right medial orbital wall,orbit
34422487_FIG1,Tumor,anterior cranial fossa and cavernous sinus,orbit
25064092_Fig3,Mass Lesion,proximal left side,Muscular and Fascial Plane
24198834_fig1,Lung Cancer,Both lungs,Lungs
24198834_fig1,Lung Cancer,Apex of both lungs,Lungs
24198834_fig1,Lung Cancer,Lower areas of both lungs,Lungs
29967881_j_jccm-2017-0018_fig_008,myxoma,myocardium,heart
32839889_Fig1,,right-sided hepatic veins,Liver
24348033_f1-copd-8-605,COPD,,chest
29381706_pone.0190617.g009,Zika virus (ZIKV),,maternal spleen
29381706_pone.0190617.g009,Zika virus (ZIKV),,maternal uterus
29381706_pone.0190617.g009,Zika virus (ZIKV),,amniotic/chorionic membrane
29381706_pone.0190617.g009,Zika virus (ZIKV),,fetal lung
25226518_pone-0106921-g004,liver metastasis,,Liver
24079834_F1,,bilateral in the lobes,lungs
34422500_FIG1,contusion,left,frontal lobe
24079834_F3,non-caseating granulomas,,lungs
29423058_F5,,,mammary gland
34422500_FIG2,subarachnoid hemorrhage,left Sylvian fissure,brain
25505764_F2,,gray matter,brain
25505764_F2,,white matter,brain
25505764_F2,,gray matter,brain
25505764_F2,,white matter,brain
25505764_F2,,gray matter,brain
25505764_F2,,white matter,brain
24047276_F1,Lung Cancer,Left Upper Lobe,Lungs
29423066_F5,Synovitis,nucleoplasmic or other specific cellular compartment,synovium
29423066_F5,IL-6,lysosomal compartment,synovium
34466245_ccr34683-fig-0001,Perinephric Infiltration,perinephric area,Kidney
34466245_ccr34683-fig-0001,Urinary Stasis,renal pelvis,Kidney
25505764_F3,,,brain
24047276_F2,lesion,left upper lobe,lungs
29423106_F3,tumor,,tumor
34466245_ccr34683-fig-0002,Hydronephrosis,,Kidney
24047276_F7,,,
29467474_Fig2,infected,,clot
24094042_F1,Pneumomediastinum,,Mediastinum
24094042_F1,Left lung hilum enlargement,,Lung
24094042_F1,Subcutaneous emphysema,,Subcutaneous tissue
29466964_Fig2,hepatocellular carcinoma,,Liver
29466964_Fig2,Ki-67 positive,,Liver
29466964_Fig2,CD31 positive,,Liver
29466964_Fig2,CD34 positive,,Liver
29466964_Fig2,FVIII negative,,Liver
29466964_Fig2,VEGF positive,,Liver
20101342_F0005,,cervical,ribs
29492250_rjy017F3,tumor,mucosa,bowel
25514348_pone-0114436-g001,Pancreatic Insufficiency,,Liver
25514348_pone-0114436-g001,HFC Over Liver Cross-Section,,Liver
20300188_fig1,pulmonary nodules,within the lung fields,lung
29593877_omx109F3,parathyroid lesion,,inferior parathyroid gland
29593877_omx109F3,nodules of tumor cells,right,
34466267_ccr34723-fig-0003,Ectopic Aortae,near aortic arch,aorta
25434475_fig0015,unknown,,brain
20525228_F2,,,Heart
29593877_omx109F5,Osteosarcoma,,Vertebra
34466241_ccr34620-fig-0002,Fractures,,bones
25722932_F2,tumor,yellow margin,brain
20565913_F2,Pellet,,Heart
20565913_F2,Pellet,Left shoulder and neck,Subcutaneous tissue
29568374_F4,squamous cell carcinoma (SCC),,lungs
34466241_ccr34620-fig-0005,,,maxillary sinuses
25793108_fig6-2047981614552217,compression fracture,T3,vertebra
20565739_F3,pneumothorax,pleural space,pleurium
29707399_fig2,Pseudovillous trophoblastic proliferation,,chorionic plate
29707399_fig2,Pseudovillous trophoblastic proliferation,,chorionic plate
29707399_fig2,Large irregular chorionic villi,,chorionic villi
29707399_fig2,,,chorionic tissue
29707399_fig2,,,chorionic tissue
29707399_fig2,,,chorionic tissue
34466254_ccr34698-fig-0001,,right anterior,mediastinum
25528153_Fig1,bone marrow lesion,medial,femoral condyle
20640145_F0001,Ventilator-associated pneumonia (VAP),Lung fields with increased opacity,Lung
29707399_fig4,Trisomy 18,,chorionic villi
29707399_fig4,Trisomy X,,chorionic villi
34458285_F1,Neoplasms,Lower third of the esophagus to the cardia,Esophagus
25932297_F3,Tumor recurrence,Tumor site,Brain
20640145_F0002,,,Lung
29566041_pone.0194812.g009,,,heart
34521962_Fig1,,,
25971306_Fig7,,,
29607434_F2,,,bone marrow
34521962_Fig2,Both column dysfunction,"Axial, Coronal, Sagittal planes",Spine
25622525_Fig1,nasopharyngeal carcinoma,,nasopharynx
25622525_Fig1,parotid metastasis,bilateral carotid sheath and pharyngeal lymph node area,parotid gland
20640149_F0001,widened upper mediastinum,upper,mediastinum
29577016_F7,,within the liver,Liver
29577016_F7,,within the lung,Lung
29577016_F7,,within the spleen,Spleen
29577016_F7,,within the kidney,Kidney
29577016_F7,,within the heart,Heart
25622525_Fig2,parotid metastasis,,parotid gland
25622525_Fig2,nodular lesion,2.4 x 1.4 cm,left parotid gland
20540811_F2,Respiratory Infection,bottom left corner,chest/lungs
29593425_f3-ott-11-1595,Dysplasia,,Bronchus
34325922_fig0015,Kaposi's Sarcoma,increased metabolic activity,Liver
34325922_fig0015,Kaposi's Sarcoma,areas of increased metabolic activity,Gastrointestinal tract
34325922_fig0015,Kaposi's Sarcoma,areas of increased metabolic activity,Pulmonary tracts/lungs
25799962_fig0005,,,cerebellar hemisphere
25799962_fig0005,,,cerebellar hemisphere
20668609_F0001,opacity,right mid and lower zone,chest
29721443_F4,Inflammatory process,Sparse mononuclear cell infiltration,Meninges
29721443_F4,Acute eosinophilic degeneration and pyknotosis of neurons with phagocytosis,Neurons in the gray matter,Gray matter
25799962_fig0010,Inflammatory cells detected in cervical exudate,,cervical exudate
25799962_fig0010,Chemical markers associated with bladder inflammation or infection,epithelial layer,bladder
20668609_F0006,Small Cell Lung Cancer,Right Lower Lobe,Lung
34540229_fig3-2050313X211045232,Small Cell Lung Cancer,peripheral distribution in superior and inferior lobes,Thorax
20668609_F0009,Breast cancer,,breast
29862102_fig2,Neuroblastoma,Within the ganglia,Nervous system
29862102_fig2,Glioblastoma,Within the glial components,Brain
26005576_F1,,opposite the C4 and C5 vertebral bodies,spinal cord
26005576_F1,,C4-C5 disc space,spinal cord
26005576_F1,,"C5-C6 disc space, less severe than C4-C5 level",spinal cord
26005576_F1,,"C6-C7 level, no significant compression but thecal sac intrusion",spinal cord
20827432_fig1,Pneumothoraces,Bilateral,Chest
34532565_F4,Lung cancer,10L lymph node,Lymphatic system
26005576_F3,,,spinal canal
29861882_fig9,Burns,,Skin (epidermis)
34540457_FIG1,acute interstitial edema,,pancreas
26005575_F4,Diffuse edema,Posterior fossa,Cerebrum
26005575_F4,Obliterated 4th ventricle,Posterior fossa,Ventricle
29963541_F2,congenital heart disease,,kidney
34540457_FIG2,Necrotizing hemorrhagic pancreatitis,,Pancreas
34540457_FIG2,Intraabdominal edema,,Abdomen
34540457_FIG2,Hemoperitoneum,,Abdomen
26029629_f0020,Alzheimer's disease,grey matter areas,brain
29951561_F5,,,
34540195_f2,hypodense mass lesion,,spleen
34540195_f2,splenic cyst,,spleen
26029629_f0010,Alzheimer's disease,,Brain
24498598_fig05,STRA6 mutation,left side of the thoracic cavity,Heart
30155070_fig8,Breast Cancer,,Breast
34549053_F1,Pulmonary Arterial Pseudogranslation (PAPVR),Near the junction with the central splenic vein,Lung
26075121_fig3,hemorrhagic brain metastasis,,brain
24596524_F0001,,left hemithorax,chest
29929510_Fig1,VILI,,Lung
34526107_Fig3,cardiovascular disease (CVD),,coronary artery
24660083_fig1,,soft tissue calcification,Chest
24660083_fig1,,blood vessels,Upper arm
29929509_Fig2,,Nodular Swelling,Lung
26075121_fig6,choroidal lesion,choroid,retina
21139717_F0001,Asthma,,Lung
21139717_F0001,Pneumonia,,Heart
30023206_F1,endometriosis,hemoiderin-laden macrophages in the stroma surrounding endometrial glands,endometrium
34646563_ccr34939-fig-0003,intussusception,,abdomen
34646563_ccr34939-fig-0003,bowel wall edema,,abdomen
26075121_fig7,choroidal retinal mass,superior lateral extraconal plane,Eye
26075121_fig7,peripherally enhancing lobulated lesion,superior lateral extraconal plane,Eye
21073758_F1,Pleural Effusion,Left-sided,Pleura
30023198_F4,,ependymal cells surrounding blood capillaries,choroid plexus
34707924_fig-1,,,
26055175_f0020,Tumors,Affected regions in both images,Brain
21253366_F2,Calcification,,Atria
34622866_F7,,,
21253379_F1,Pulmonary edema,Perihilar area,Lungs
30023198_F6,,molecular layer of the hippocampus,hippocampus
30023198_F6,,pericellular haloes,neuropile
34622866_F8,No disease mentioned,corresponding anatomical region,pelvis
21253382_F3,subcutaneous emphysema,left lower abdomen below the chest band,abdomen
30023198_F8,,,
21253382_F4,subcutaneous emphysema,left lower abdomen,abdomen
34660755_F1,,,
21503202_F2,Cardiomegaly,,Heart
21503202_F2,Pulmonary Edema,,Lungs
30023190_F8,Islets of Langerhans are affected,,Pancreas
30023190_F8,Pyknotic Nuclei,Within cells,Pancreas
34660755_F2,,,
26435871_fig4,,,heart
26435871_fig4,,apex,right ventricle (RV)
24624218_F1,TB reactivation,,Lung
24624218_F1,TB reactivation,Left lung field,Lung
24624218_F1,TB reactivation,Left upper lung/lingular segment,Lung
24624218_F1,TB reactivation,Left lower lung,Lung
30023190_F9,Diabetes Mellitus Type 1,,Pancreas
34691350_fig0006,,parenchymal and pleural nodular masses with calcification,pleur
26029626_fig7,fistula,,abdomen
30023190_F13,Type 1 Diabetes,Islets of Langerhans,Pancreas
26029622_fig1,Opacity,Left perihilar,Lung
26029622_fig1,Opacity,Lower zone,Lung
30023190_F14,Small Cell Carcinoma,Within the islet of Langerhans,Pancreas
33074180_j_jmotherandchild.2020241.2002.000008_fig_002,,,celiac trunk
30023190_F19,Possible chronic inflammation or dysfunction in pancreatic islets,Within the islets,Pancreas
34658919_F3,,,
26622145_F2,Proptosis,,orbit
26622145_F2,Orbital abscess,,orbit
26622145_F2,Extraconal heterogenous mass,extraconal,eye
24665255_F2,,,superior vena cava
29273857_Fig5,Hepatic lobules and sinusoids,Cords and lobules,Liver
34745846_Ch1.F2,septic arthritis,right,sternoclavicular joint
24627752_F1,,right mid and lower zone,lung
29690576_pharmaceuticals-11-00036-f007,NSCLC,,Lung
29690576_pharmaceuticals-11-00036-f007,NSCLC,Foci of necrosis at the tumor margin,Lung
29690576_pharmaceuticals-11-00036-f007,NSCLC,Ulcerated surface of the tumor,Lung
26554668_Fig3,enthesitis-related arthritis,,gluteus maximus
24627752_F3,mass,right-sided,chest/lungs
29690576_pharmaceuticals-11-00036-f008,...,...,...
34746672_F3,,,spine
26554668_Fig4,enthesitis,iliac crest,gluteus medius muscle
24753807_F1,Cardiomegaly,,Heart
24753807_F1,Pleural Effusions,Near lung bases,Pleura
34745673_fig2,Abscess,Gas Fluid Collection (GFC),Abdomen
34745673_fig2,Pyometra,Gas Fluid Collection (GFC),Abdomen
26561500_Fig2,Intramuscular abscess,L4/5 level,Psoas muscle
24753807_F5,,apex,heart
30112213_fig7,,,Inferior Vena Cava
34765056_fig0001,Cancer,Right colon,Colon
24650143_F1,,Atrium,Heart
34765056_fig0002,secondary peritoneal masses,"near the liver, upper right quadrant",abdomen
26623204_FIG8,,,
30093988_rjy184F1,tumor,right breast quadrant,Breast
34765056_fig0003,secondary hepatic mass,,liver
24650169_F1,Pacemaker Lead Placement,via PFO into the left ventricle,left ventricle
30093988_rjy184F2,tumor,zellballen,organism
34745986_f2,esophageal squamous cell carcinoma,gastrointestinal tract,esophagus
23863706_BJSPORTS2013092579F2,Stress Fracture,Talar body,Ankle
24942782_F1,Tuberculosis,Left lung,Lung
30122898_f2-dddt-12-2403,,,Colon
34824929_FIG3,Unknown,Left internal jugular vein,Liver
23863706_BJSPORTS2013092579F3,transtalar fracture,near the joint,tibia
25075378_F1,pneumomediastinum,around the heart or major blood vessels,mediastinum
25075378_F1,pneumoretroperitonemum,lower part of the image,retropetitoneum
30044789_pntd.0006687.g005,Chronic Chagas Disease,,Heart
30044789_pntd.0006687.g005,T. cruzi infection,,Myocardium
30044789_pntd.0006687.g005,T. cruzi infection,,Peripheral Blood
34824929_FIG5,cancer,left mandible,mandible
34824929_FIG5,cancer,floor of the mouth,mouth
34824929_FIG5,cancer,tongue,tongue
34824929_FIG5,cancer,submandibular gland,submandibular gland
26788282_Fig2,Autism Spectrum Disorder (ASD),,Brain
30082741_Fig16,L. major infection,,footpad tissue (sub-mucosal layer)
30082741_Fig16,L. major infection,,footpad tissue (sub-mucosal layer)
30082741_Fig16,L. major infection,,footpad tissue (sub-mucosal layer)
