26830995_F7,catheter misplacement,vertebral vertebrae,vertebral vein
32189897_F2,Cemento-osseous dysplasia,kidney,kidney
26519810_fig0010,mass,lung,lung
32290239_molecules-25-01750-f007,PET image quantification analysis,VOIs,brain
25838905_fig02,infection,lung,lung
32189904_F4,well-circumscribed mass,unknown,unknown
32189904_F4,cystic spaces,unknown,stroma
26519811_fig0020,sigmoid colon,sigmoid colon,colon
32336059_f3-jkns-2020-0063,chick secondary neurulation,kidney,kidney
25838905_fig03,pulmonary hemorrhage,bilateral fluffy infiltrates,lungs
32189914_F3,giant cell,glomerulus,kidney
26670205_fig0010,intrapancreatic tumor,intrapancreatic,pancreas
31931556_f4-jkns-2019-0084,synthetic MR images,brain,brain
25852871_SFU006F1,cardioomegaly,empty,heart
25852871_SFU006F1,pleural effusion,left-sided,pleura
25852871_SFU006F1,surgical emphysema,left-sided,chest wall
25852871_SFU006F1,dialysis catheter,left hemithorax,thorax
32182734_ijms-21-01856-f006,Taxol,empty,organ
32182734_ijms-21-01856-f006,PBS,empty,organ
32182734_ijms-21-01856-f006,NP-PTX,empty,organ
32182734_ijms-21-01856-f006,TAT-NP-PTX,empty,organ
26670205_fig0015,liver lesion,area of contrast,liver
31931556_f5-jkns-2019-0084,spine,spine,spine
25983417_F2,opacity,descending branch of right pulmonary artery,lung
32234039_Fig5,microvascular loss,sub-epithelial area,kidney
32234039_Fig5,epithelial injury,sub-epithelial area,kidney
31931556_f7-jkns-2019-0084,mean absolute error,image,image
25983422_F1,soft opacity,right-sided upper paramediastinal,lung
26551554_fig0005,mucosal thickening,fundus,stomach
32336060_f1-jkns-2020-0097,syringomyelia,cervical level,spinal cord
25983425_F1,pyopneumothorax,lung,lung
26520033_fig0010,fistula,,gastric tube
26520033_fig0010,fistula,,right intermediary bronchus
26520033_fig0010,pleural effusion,bilateral,pleura
26520033_fig0010,lung consolidation,parenchyma,lung
32393654_F2,myocardial infarct,,left ventricle
32393654_F2,myocardial infarct,,left ventricle
32393654_F2,myocardial infarct,,left ventricle
32393654_F2,myocardial infarct,,left ventricle
25983427_F1,parenchymal infiltrates,parenchymal,lung
25983427_F1,pleural effusion,pleural spaces,lung
32440423_F1,Acid-Fast Bacilli,glomeruli,kidney
32440423_F1,hematoxylin and eosin,glomeruli,kidney
26595895_fig0010,adrenal tumors,right,adrenal
26595895_fig0010,adrenal tumors,left,adrenal
25983427_F2,lung,alveoli,lung
32395654_fig3,congestion,sinusoidal dilatation,liver
32395654_fig3,cloudy swelling,cloudy swelling,liver
32395654_fig3,inflammation,periportal and intraparenchymal,liver
26670410_fig0005,jejunal wall thickening,jejunum,jejunum
26670410_fig0005,tumor,jejunum,jejunum
26670410_fig0005,bezoar,jejunum,jejunum
26670410_fig0005,fat densification,jejunum,jejunum
32429106_brainsci-10-00298-f001,postoperative defect,Frontal Eye Field,brain
25983428_F1,pulmonary metastases,lung fields,lung
32420380_fig5,striated skeletal muscle fibers,muscular bridge,skeletal muscle
26670410_fig0010,mesenteric malrotation,proximal jejunum,jejunum
26670410_fig0010,mesenteric malrotation,right flank,caecum
32429106_brainsci-10-00298-f002,subarachnoid hemorrhage,frontobasal region,brain
25949366_F1,pericardial calcification,pericardium,heart
25949366_F1,calcification in the pleura,right lower lung,lung
32478046_F4,UCA,brain,brain
32478046_F4,UCA,side,brain
32478046_F4,UCA,side,brain
32478046_F4,UCA,sections,brain
26629850_fig0005,hyperattenuated fatty mass,empty,abdomen
32055995_Fig2,spinal cord lesions,spinal cord,spinal cord
25949340_F1,alveolar opacities,alveolar,lungs
25949340_F1,cavitating lesions,irregularly shaped,lungs
32478046_F5,blood-brain barrier opening,barrier,brain
26688513_fig0010,hyperdense mass,unknown,unknown
25984133_fig1,Kerley-B lines,lungs periphery,lungs
25984133_fig1,pleural effusion,pleural space,lungs
32478046_F6,apoptosis,dark spots,cells
32478046_F6,astrocyte activation,elongated structures,cells
26684865_fig0005,adrenal carcinoma,right lobe liver mass,adrenal gland
26684865_fig0005,adrenal carcinoma,right lobe liver mass,adrenal gland
32799822_Fig4,orbital lesions,globe,globe
27077027_fig0005,pleural effusion,inferior lobe of the left lung,lung
27077027_fig0005,consolidation,inferior lobe of the left lung,lung
27077027_fig0005,enlarged cardiac silhouette,,heart
32432014_FIG3,Becker's nevus,skin,skin
26738510_RJV166F1,intrapleural mass,right lower chest cavity,pleura
27057020_F2,opacity,right middle lung,lung
32676230_FIG3,neoplastic cells,surrounding vessels,blood vessels
32676230_FIG3,areas of hemorrhage,blood lakes,blood vessels
26770280_F7,pneu-encephalon,frontal lobes,brain
32804972_pone.0237494.g003,MRI,kidney,kidney
27057020_F3,opacity,left lung,lung
27057020_F3,fleeting opacities,,lung
32676230_FIG4,atypical endothelial cells,vascular channels,kidney
26770280_F8,rhinobasal fractures,nose,nose
26770280_F8,CSF leak,nose,nose
26770280_F8,cartilaginous underlay,nose,nose
26770280_F8,mucosal transplantation,nose,nose
32923212_FIG3,infection,bilateral,pterygoid muscles
32923212_FIG3,infection,right,maxillary sinuses
32923212_FIG3,infection,non-enhancing portion,pterygoid muscles
25995766_F0002,hypoinflation,lung,lung
32700071_Fig1,ductal carcinoma in situ,periphery,breast
32700071_Fig1,sclerosing adenosis,breast,breast
26770280_F11,foreign body,orbital tip,orbit
32150099_F1,epidural fat,dural sac,spinal cord
32150099_F1,ligamentum,,spinal cord
32150099_F1,paraspinal muscles,,spinal cord
25995766_F0003,thymic abscess,area where the abscess was drained,lung
32700071_Fig2,ductal carcinoma in situ,breast,breast
26770282_T2,chronic rhinosinusitis,ethmoid sinuses,sinuses
26770282_T2,chronic rhinosinusitis,maxillary sinuses,sinuses
26770282_T2,chronic rhinosinusitis,ethmoid sinuses,sinuses
26770282_T2,chronic rhinosinusitis,maxillary sinuses,sinuses
26770282_T2,chronic rhinosinusitis,ethmoid sinuses,sinuses
26770282_T2,chronic rhinosinusitis,maxillary sinuses,sinuses
25995766_F0008,pneumonia,lung,lung
32700071_Fig3,ductal carcinoma in situ,ductal carcinoma,breast
32700071_Fig3,sclerosing adenosis,,breast
26770282_F11,pneumococci meningitis,meninges,brain
26770282_F11,acute sphenoid sinusitis,wall,sphenoid sinus
26770282_F11,acute sphenoid sinusitis,wall,pituitary
32913224_Fig1,Convolutional Neural Network,brain,brain
27103916_jgc-13-03-218-g001,aortic arch calcification,aortic arch,aorta
32793094_F4,inflammatory cell infiltration,dermal layer,skin
26759755_Fig2,endoperitoneal free air,empty,abdomen
26759755_Fig2,thickened ileal loops,empty,ileum
26759755_Fig2,pelvic free fluids,empty,pelvis
26759755_Fig2,large pelvic collection,empty,pelvis
27118974_fig1,opacification,left hemithorax,thorax
32719362_Fig4,thrombus,vessel,arteries
32719362_Fig4,micro thrombosis,microvessel,skeletal muscle
32719362_Fig4,thrombus,vessel,arteries
32719362_Fig4,micro thrombosis,microvessel,skeletal muscle
32963965_f0015,medial femoral condyle defect,medial femoral condyle,knee
32963965_f0015,lateral femoral condyle,lateral femoral condyle,knee
27118974_fig3,reexpansion of the left lung,lung,left lung
35115923_F2,histological changes,tissue,tissue
35115923_F2,fibrosis,tissue,tissue
35115923_F2,inflammation,tissue,tissue
32801273_F3,residual tumor region,tumor,tumor
32801273_F3,residual tumor region,tumor,tumor
32801273_F3,residual tumor region,tumor,tumor
27067151_Fig1,mass shadow,left lung field,lung
27067151_Fig1,positive silhouette sign,left second arch,lung
35159669_nanomaterials-12-00324-f006,intestinal crypts,intestinal crypts,colon
35159669_nanomaterials-12-00324-f006,goblet cells,goblet cells,colon
32963663_fig0003,small cell lung primary malignancy,right hilar mass,lung
26219662_Fig2,cardiac shadow,distal,heart
35159669_nanomaterials-12-00324-f007,intestinal dysplasia,intestinal crypts,colon
35159669_nanomaterials-12-00324-f007,intestinal dysplasia,intestinal crypts,colon
35159669_nanomaterials-12-00324-f007,inflammatory cells infiltration,intestinal crypts,colon
35159669_nanomaterials-12-00324-f007,inflammatory cells infiltration,intestinal crypts,colon
35159669_nanomaterials-12-00324-f007,intestinal dysplasia,intestinal crypts,colon
32919336_fig0010,lesion,unknown,unknown
26162999_Fig1,pneumomediastinum,mediastinum,mediastinum
26162999_Fig1,soft tissue emphysema,neck,lungs
26162999_Fig1,heterogeneous opacities,lungs,lungs
35164154_molecules-27-00889-f011,autism,cerebral cortex,brain
35164154_molecules-27-00889-f011,autism,pyramidal cell layer,brain
35164154_molecules-27-00889-f011,autism,external granular layer,brain
35164154_molecules-27-00889-f011,autism,internal granular layer,brain
35164154_molecules-27-00889-f011,autism,para-neural,brain
35164154_molecules-27-00889-f011,autism,rod-shaped microglial cells,brain
35164154_molecules-27-00889-f011,autism,pyramidal cell layer,brain
35164154_molecules-27-00889-f011,autism,external granular layer,brain
35164154_molecules-27-00889-f011,autism,internal granular layer,brain
35164154_molecules-27-00889-f011,autism,external granular layer,brain
35164154_molecules-27-00889-f011,autism,pyramidal cell layer,brain
35164154_molecules-27-00889-f011,autism,pyramidal cell layer,brain
35164154_molecules-27-00889-f011,autism,pyramidal cell layer,brain
35164154_molecules-27-00889-f011,autism,pyramidal cell layer,brain
26943678_Fig1,hypodense tumoral lesion,periampullary region,bile duct
33032540_Fig1,multilocular cyst,multiple fluid-filled sacs,kidney
26257787_fig1,cavitating lesion,upper zone,left lung
26257787_fig1,pleural effusions,lower edges,lungs
35190922_Fig4,tumor,well-defined,adipose tissue
35190922_Fig4,capillary hyperplasia,fibrin thrombi,capillary
26276264_Fig2,CT scans,,kidney
33031319_F2,fatty infiltration,empty,thighs
33031319_F2,fatty infiltration,empty,calves
33031319_F2,atrophy,empty,thighs
33031319_F2,atrophy,empty,calves
26273345_fig02,pneumothorax,right side,chest
26273345_fig02,pneumothorax,left side,chest
35211463_F14,H&E staining,tissue,nerve tissue
26276264_Fig3,increase,,children
26276264_Fig3,increase,,children
33117690_F3,tumor contour,images,MR images
26273345_fig03,pneumothorax,lung,lung
35211301_fig1,glomeruli,glomeruli,kidney
26819795_fig1,nocardial mass,right lower lobe,lung
26819795_fig1,nocardial cavitary lesion,right lower lobe,lung
26417136_F2,trachea,trachea,Respiratory System
35223953_F2,IDT,liver,liver
26819598_fig2,lymphoma,segmental wall thickening,ileum
33083185_FIG3,adenomyomatosis,fundus,gallbladder
33083185_FIG3,fluid-filled intramural diverticula,wall,gallbladder
33083185_FIG3,hourglass configuration,,gallbladder
26417134_F1,guide wire,subclavian vein,vein
35214197_pharmaceutics-14-00464-f016,skin tissue regeneration,skin,skin
35214197_pharmaceutics-14-00464-f016,angiogenesis,blood vessels,skin
35214197_pharmaceutics-14-00464-f016,tissue regeneration,wound,skin
35214197_pharmaceutics-14-00464-f016,angiogenesis,blood vessels,skin
35214197_pharmaceutics-14-00464-f016,tissue regeneration,wound,skin
35214197_pharmaceutics-14-00464-f016,angiogenesis,blood vessels,skin
35214197_pharmaceutics-14-00464-f016,tissue regeneration,wound,skin
35214197_pharmaceutics-14-00464-f016,angiogenesis,blood vessels,skin
35214197_pharmaceutics-14-00464-f016,tissue regeneration,wound,skin
35214197_pharmaceutics-14-00464-f016,angiogenesis,blood vessels,skin
35214197_pharmaceutics-14-00464-f016,tissue regeneration,wound,skin
35214197_pharmaceutics-14-00464-f016,angiogenesis,blood vessels,skin
35214197_pharmaceutics-14-00464-f016,tissue regeneration,wound,skin
35214197_pharmaceutics-14-00464-f016,angiogenesis,blood vessels,skin
35214197_pharmaceutics-14-00464-f016,tissue regeneration,wound,skin
35214197_pharmaceutics-14-00464-f016,angiogenesis,blood vessels,skin
35214197_pharmaceutics-14-00464-f016,tissue regeneration,wound,skin
35214197_pharmaceutics-14-00464-f016,angiogenesis,blood vessels,skin
35214197_pharmaceutics-14-00464-f016,tissue regeneration,wound,skin
35214197_pharmaceutics-14-00464-f016,angiogenesis,blood vessels,skin
35214197_pharmaceutics-14-00464-f016,tissue regeneration,wound,skin
35214197_pharmaceutics-14-00464-f016,angiogenesis,blood vessels,skin
35214197_pharmaceutics-14-00464-f016,tissue regeneration,wound,skin
35214197_pharmaceutics-14-00464-f016,angiogenesis,blood vessels,skin
33173461_F2,hepatic abscesses,central core,liver
33173461_F2,hepatic abscesses,perilesional edema,liver
33173461_F2,hepatic abscesses,central core,liver
26417138_F1,lung,alveoli,lung
35216289_ijms-23-02174-f001,LDL-R,,kidney
35216289_ijms-23-02174-f001,SR-B1,,kidney
35216289_ijms-23-02174-f001,ACAT1,,kidney
35216289_ijms-23-02174-f001,ACAT2,,kidney
35216289_ijms-23-02174-f001,HSL,,kidney
35216289_ijms-23-02174-f001,DHCR24,,kidney
32971267_F1,convolutional neural network,brain,brain
35280333_f0006,H&E staining,glomeruli,kidney
35280333_f0006,H&E staining,renal tubules,kidney
35280333_f0006,H&E staining,alveoli,lung
35280333_f0006,H&E staining,hepatocytes,liver
35280333_f0006,H&E staining,cardiac muscle,heart
35280333_f0006,H&E staining,red pulp,spleen
35280333_f0006,H&E staining,white pulp,spleen
26703581_ijms-16-26244-f006,brain injury,right hemisphere,brain
26703581_ijms-16-26244-f006,brain injury,left hemisphere,brain
33461510_Fig3,increased signal intensity,posterior columns,spinal cord
27247819_fig1,lungs,,lungs
27247819_fig1,heart,,heart
27247819_fig1,ribcage,,ribcage
35281468_fig5,caspase 1 inhibition,liver,liver
26935984_f0015,breast cancer,tissue,breast
33461510_Fig4,inverted V sign,posterior columns,spinal cord
27247819_fig3,chest drainage,pleural space,pleural space
35280049_f2,mitotic figures,cells,epithelioid cells
27176502_fig0010,tracheal diverticulum,same position,trachea
33489596_FIG3,GBM tumor,subinsular,brain
27247819_fig4,pneumonia,lung,lung
35277459_F3,neutrophilic infiltration,empty,tumor tissues
35277459_F3,Ki-67 proliferation index,empty,tumor tissues
35277459_F3,cleaved caspase 3 (CC-3) immunolabeling,empty,tumor tissues
27179335_fig0010,mass,retro-duodenal area,right kidney
33489963_F4,MRI,empty,anatomy
27495810_Fig7,cannonball metastases,lung fields,lung
27180321_fig0015,herniation,ribs,lung
33681529_fig2,pseudopapilledema,optic discs,eye
33681529_fig2,retrodisplacement,,globe
33681529_fig2,axial foreshortening,,globe
33681529_fig2,posterior scleral flattening,sclera,eye
33681529_fig2,protrusion of the optic papilla,optic papilla,eye
33681529_fig2,periventricular white matter hyperintensity,white matter,brain
26816451_F1,alveolar shadows,alveoli,lung
34967794_F1,collagen I,,tissue
34967794_F1,collagen I,,tissue
34967794_F1,α-SMA,,tissue
34967794_F1,collagen I,,tissue
34967794_F1,collagen I,,tissue
33681529_fig3,pseudopapilledema,,globe
33681529_fig3,retrodisplacement,,globe
33681529_fig3,axial foreshortening,,globe
33681529_fig3,protrusion,optic papilla,globe
33681529_fig3,vertical tortuosity,,optic nerve
33681529_fig3,kinked appearance,,optic nerve
33681529_fig3,entrapment,distal optic nerve sheaths,optic nerve
33681529_fig3,white matter hyperintensity,periventricular,white matter
26811840_F002,acute pulmonary edema,perihilar infiltrates,lungs
27019758_fig1,infarcted omentum,omentum,omentum
27019758_fig1,appendix vermicularis,cecum,large intestine
33680613_FIG8,tumor recurrence,lung,lung
26811841_F002,pleuroparenchymal scarring,right lung base,lung
34287259_cimb-43-00048-f003,citrate platelet-rich plasma,glomeruli,kidney
34287259_cimb-43-00048-f003,EDTA platelet-rich plasma,glomeruli,kidney
34287259_cimb-43-00048-f003,fetal calf serum,glomeruli,kidney
34287259_cimb-43-00048-f003,hyperacute serum,glomeruli,kidney
26977308_OPENHRT2015000330F3,dilated ascending aorta,ascending aorta,aorta
33679319_F1,Magnetic Resonance,head,head
35340496_FIG1,bile stasis,liver,liver
35340496_FIG1,lipofuscin pigment,liver,liver
33708706_F1,fat pad hypertrophy,posterior fat pad,elbow
33708706_F1,impingement,olecranon fossa,elbow
35191378_fig6,SARS-CoV2 infection,alveoli,lung
27318859_fig0005,splenic hypodense lesions,spleen,spleen
27318859_fig0005,reactive thickening,perisplenic,spleen
33945519_F1,edema,posterior medial fibers,Achilles muscle
33945519_F1,plantaris tendon,anteromedially,Achilles muscle
26958342_fig1,pneumonia,lung,lung
35463722_F1,eosinophilic infiltration,lamina propria,gastric
27318017_fig0005,lesion,superior,mediastinum
34007400_fig0007,soft tissue masses,posterior,head
26977119_fig1,TB,cavities,lung
35468848_Fig1,muscle,muscle,muscle
27322896_fig0010,pseudonodular hypertrophy,segment 4,liver
33277674_Fig3,focal herniation,subarticular,spinal
33277674_Fig3,disk migration,subarticular,spinal
33277674_Fig3,extrusion,subarticular,spinal
33277674_Fig3,disk migration,ligamentum flavum,spinal
26934022_f1,right lung hypoplasia,right,lung
26934022_f1,scimitar sign,right pulmonary vein,lung
26934022_f1,right ventricular volume overload,right,right ventricle
26934022_f1,rSR' complex,right,right ventricle
35494551_fig2,mucormycosis,right-angle branchings,trachea
